,0um,50um,150um,200um,250um,300um,350um,400um,450um,500um
9.50E-01,4.41E+24,3.82E+24,2.65E+24,2.21E+24,1.52E+24,1.34E+24,1.14E+24,7.74E+23,6.73E+23,6.05E+23
9.55E-01,4.59E+24,3.55E+24,2.53E+24,2.07E+24,1.86E+24,1.59E+24,1.28E+24,1.07E+24,9.23E+23,8.73E+23
9.60E-01,3.93E+24,3.11E+24,2.50E+24,1.97E+24,1.55E+24,1.27E+24,1.10E+24,8.29E+23,7.28E+23,6.43E+23
9.65E-01,4.61E+24,3.43E+24,2.69E+24,2.00E+24,1.50E+24,1.15E+24,8.86E+23,6.38E+23,6.87E+23,6.38E+23
9.70E-01,3.95E+24,3.16E+24,2.45E+24,1.94E+24,1.53E+24,1.42E+24,1.12E+24,8.13E+23,6.36E+23,5.61E+23
9.75E-01,3.93E+24,3.35E+24,2.59E+24,1.93E+24,1.54E+24,1.09E+24,7.57E+23,5.75E+23,5.76E+23,5.10E+23
9.80E-01,3.72E+24,2.94E+24,2.35E+24,1.73E+24,1.22E+24,8.44E+23,8.26E+23,6.72E+23,5.18E+23,3.67E+23
9.85E-01,3.73E+24,3.18E+24,2.13E+24,1.46E+24,1.10E+24,9.46E+23,7.68E+23,6.89E+23,5.74E+23,5.12E+23
9.90E-01,3.57E+24,2.62E+24,2.07E+24,1.78E+24,1.53E+24,1.25E+24,9.63E+23,7.49E+23,5.81E+23,4.21E+23
9.95E-01,3.40E+24,2.78E+24,2.26E+24,1.68E+24,1.39E+24,1.15E+24,9.68E+23,9.28E+23,7.83E+23,6.18E+23
1.00E+00,6.54E+24,5.09E+24,3.64E+24,2.76E+24,2.20E+24,1.75E+24,1.41E+24,1.18E+24,1.01E+24,9.31E+23
1.01E+00,6.27E+24,5.20E+24,4.05E+24,2.95E+24,2.40E+24,1.91E+24,1.43E+24,1.29E+24,1.13E+24,8.57E+23
1.02E+00,5.66E+24,4.64E+24,4.00E+24,2.96E+24,2.36E+24,1.85E+24,1.40E+24,1.06E+24,8.58E+23,7.35E+23
1.03E+00,5.73E+24,5.00E+24,3.72E+24,2.93E+24,2.20E+24,1.85E+24,1.50E+24,1.29E+24,1.01E+24,8.07E+23
1.04E+00,5.25E+24,4.54E+24,3.28E+24,2.43E+24,1.91E+24,1.41E+24,1.08E+24,7.18E+23,6.37E+23,5.67E+23
1.05E+00,4.97E+24,4.22E+24,3.39E+24,2.60E+24,1.86E+24,1.60E+24,1.19E+24,8.93E+23,7.00E+23,6.49E+23
1.06E+00,4.75E+24,3.73E+24,2.78E+24,2.17E+24,1.87E+24,1.50E+24,1.19E+24,1.19E+24,9.83E+23,8.15E+23
1.07E+00,3.94E+24,3.09E+24,2.65E+24,1.90E+24,1.52E+24,1.21E+24,1.01E+24,7.28E+23,5.78E+23,4.40E+23
1.08E+00,3.83E+24,2.99E+24,2.30E+24,2.08E+24,1.85E+24,1.51E+24,1.27E+24,1.10E+24,8.93E+23,7.45E+23
1.09E+00,4.09E+24,3.21E+24,2.53E+24,2.16E+24,1.81E+24,1.44E+24,1.17E+24,8.97E+23,7.35E+23,6.91E+23
1.10E+00,3.85E+24,2.97E+24,2.20E+24,1.72E+24,1.26E+24,1.11E+24,8.15E+23,7.50E+23,6.62E+23,5.77E+23
1.11E+00,3.68E+24,3.03E+24,2.04E+24,1.63E+24,1.10E+24,8.38E+23,7.37E+23,5.04E+23,3.98E+23,3.39E+23
1.12E+00,3.53E+24,3.00E+24,2.34E+24,1.85E+24,1.39E+24,1.15E+24,9.57E+23,8.72E+23,7.43E+23,6.42E+23
1.13E+00,2.91E+24,2.46E+24,2.00E+24,1.38E+24,1.17E+24,8.79E+23,7.39E+23,5.73E+23,5.03E+23,4.04E+23
1.14E+00,3.80E+24,3.18E+24,2.39E+24,1.92E+24,1.60E+24,1.19E+24,9.90E+23,8.20E+23,7.14E+23,6.00E+23
1.15E+00,3.19E+24,2.58E+24,2.07E+24,1.61E+24,1.19E+24,8.95E+23,7.00E+23,5.79E+23,5.38E+23,4.65E+23
1.16E+00,3.40E+24,2.78E+24,1.88E+24,1.39E+24,1.07E+24,8.26E+23,7.28E+23,5.34E+23,4.09E+23,4.36E+23
1.17E+00,4.40E+24,3.32E+24,2.51E+24,2.08E+24,1.46E+24,1.22E+24,1.05E+24,8.33E+23,6.57E+23,5.18E+23
1.18E+00,4.77E+24,3.68E+24,2.71E+24,2.06E+24,1.51E+24,1.27E+24,1.09E+24,8.09E+23,7.11E+23,6.43E+23
1.19E+00,5.64E+24,4.33E+24,3.21E+24,2.37E+24,1.89E+24,1.65E+24,1.33E+24,9.78E+23,8.44E+23,5.83E+23
1.20E+00,8.40E+24,6.43E+24,4.75E+24,3.84E+24,2.88E+24,2.43E+24,2.00E+24,1.65E+24,1.37E+24,1.11E+24
1.21E+00,1.14E+25,8.83E+24,6.54E+24,5.06E+24,3.79E+24,3.17E+24,2.54E+24,2.02E+24,1.66E+24,1.31E+24
1.22E+00,1.52E+25,1.19E+25,8.93E+24,6.83E+24,5.27E+24,4.23E+24,3.44E+24,2.64E+24,2.11E+24,1.84E+24
1.23E+00,2.07E+25,1.60E+25,1.24E+25,9.36E+24,6.91E+24,5.58E+24,4.43E+24,3.73E+24,3.15E+24,2.66E+24
1.24E+00,2.66E+25,2.13E+25,1.61E+25,1.24E+25,9.65E+24,7.36E+24,6.24E+24,5.09E+24,4.07E+24,3.33E+24
1.25E+00,3.39E+25,2.75E+25,2.11E+25,1.60E+25,1.23E+25,9.63E+24,7.53E+24,6.43E+24,5.53E+24,4.80E+24
1.26E+00,4.40E+25,3.76E+25,2.87E+25,2.26E+25,1.77E+25,1.42E+25,1.14E+25,9.25E+24,8.08E+24,6.75E+24
1.27E+00,5.72E+25,4.92E+25,3.96E+25,3.10E+25,2.52E+25,1.99E+25,1.62E+25,1.32E+25,1.07E+25,9.09E+24
1.28E+00,7.64E+25,6.60E+25,5.24E+25,4.13E+25,3.26E+25,2.67E+25,2.16E+25,1.81E+25,1.53E+25,1.26E+25
1.29E+00,1.01E+26,8.90E+25,7.13E+25,5.67E+25,4.55E+25,3.59E+25,2.91E+25,2.40E+25,2.03E+25,1.71E+25
1.30E+00,1.26E+26,1.12E+26,9.14E+25,7.17E+25,5.75E+25,4.71E+25,3.88E+25,3.22E+25,2.73E+25,2.33E+25
1.31E+00,1.51E+26,1.37E+26,1.13E+26,9.06E+25,7.28E+25,5.92E+25,4.85E+25,4.04E+25,3.41E+25,2.93E+25
1.32E+00,1.73E+26,1.59E+26,1.32E+26,1.08E+26,8.84E+25,7.28E+25,6.06E+25,5.13E+25,4.30E+25,3.70E+25
1.33E+00,1.98E+26,1.85E+26,1.57E+26,1.30E+26,1.08E+26,9.03E+25,7.57E+25,6.49E+25,5.55E+25,4.79E+25
1.34E+00,2.22E+26,2.10E+26,1.83E+26,1.56E+26,1.32E+26,1.12E+26,9.55E+25,8.21E+25,6.97E+25,5.98E+25
1.35E+00,2.53E+26,2.42E+26,2.16E+26,1.86E+26,1.58E+26,1.33E+26,1.13E+26,9.69E+25,8.34E+25,7.24E+25
1.36E+00,2.92E+26,2.84E+26,2.57E+26,2.23E+26,1.91E+26,1.62E+26,1.39E+26,1.18E+26,1.02E+26,8.76E+25
1.37E+00,3.44E+26,3.37E+26,3.02E+26,2.60E+26,2.23E+26,1.90E+26,1.61E+26,1.38E+26,1.18E+26,1.03E+26
1.38E+00,4.20E+26,4.08E+26,3.64E+26,3.10E+26,2.62E+26,2.20E+26,1.85E+26,1.58E+26,1.34E+26,1.15E+26
1.39E+00,4.98E+26,4.77E+26,4.16E+26,3.53E+26,2.95E+26,2.47E+26,2.07E+26,1.75E+26,1.48E+26,1.27E+26
1.40E+00,5.65E+26,5.32E+26,4.58E+26,3.83E+26,3.15E+26,2.59E+26,2.16E+26,1.81E+26,1.53E+26,1.31E+26
1.41E+00,6.30E+26,5.81E+26,4.89E+26,4.01E+26,3.26E+26,2.67E+26,2.20E+26,1.82E+26,1.53E+26,1.31E+26
1.42E+00,6.60E+26,5.96E+26,4.93E+26,3.97E+26,3.20E+26,2.60E+26,2.14E+26,1.77E+26,1.47E+26,1.25E+26
1.43E+00,6.64E+26,5.85E+26,4.69E+26,3.73E+26,2.96E+26,2.38E+26,1.93E+26,1.59E+26,1.32E+26,1.11E+26
1.44E+00,6.40E+26,5.49E+26,4.30E+26,3.34E+26,2.63E+26,2.08E+26,1.68E+26,1.38E+26,1.15E+26,9.61E+25
1.45E+00,5.81E+26,4.87E+26,3.73E+26,2.85E+26,2.20E+26,1.74E+26,1.38E+26,1.12E+26,9.23E+25,7.63E+25
1.46E+00,4.90E+26,3.92E+26,2.96E+26,2.21E+26,1.68E+26,1.31E+26,1.04E+26,8.37E+25,6.86E+25,5.74E+25
1.47E+00,3.86E+26,3.03E+26,2.20E+26,1.63E+26,1.23E+26,9.41E+25,7.41E+25,5.97E+25,4.91E+25,4.08E+25
1.48E+00,2.83E+26,2.12E+26,1.52E+26,1.11E+26,8.34E+25,6.36E+25,4.99E+25,3.95E+25,3.22E+25,2.67E+25
1.49E+00,1.87E+26,1.38E+26,9.75E+25,7.05E+25,5.36E+25,4.10E+25,3.18E+25,2.51E+25,2.03E+25,1.64E+25
1.50E+00,1.14E+26,8.32E+25,5.76E+25,4.12E+25,3.12E+25,2.37E+25,1.82E+25,1.49E+25,1.19E+25,9.64E+24
1.51E+00,6.53E+25,4.68E+25,3.25E+25,2.31E+25,1.76E+25,1.34E+25,1.06E+25,8.56E+24,6.80E+24,5.57E+24
1.52E+00,3.50E+25,2.47E+25,1.65E+25,1.16E+25,8.50E+24,6.71E+24,5.00E+24,3.96E+24,3.25E+24,2.59E+24
1.53E+00,1.78E+25,1.27E+25,8.87E+24,6.23E+24,4.63E+24,3.39E+24,2.70E+24,2.00E+24,1.65E+24,1.30E+24
1.54E+00,8.69E+24,6.31E+24,4.37E+24,3.29E+24,2.31E+24,1.78E+24,1.45E+24,1.02E+24,8.41E+23,7.16E+23
1.55E+00,5.59E+24,4.10E+24,2.88E+24,1.90E+24,1.38E+24,1.04E+24,8.01E+23,7.00E+23,6.78E+23,5.44E+23
1.56E+00,4.00E+24,3.16E+24,2.26E+24,1.54E+24,1.25E+24,1.00E+24,6.80E+23,5.97E+23,5.52E+23,4.72E+23
1.57E+00,3.56E+24,2.76E+24,2.00E+24,1.44E+24,1.19E+24,1.01E+24,8.21E+23,6.86E+23,5.67E+23,4.59E+23
1.58E+00,3.84E+24,2.96E+24,2.15E+24,1.67E+24,1.27E+24,1.10E+24,8.61E+23,6.26E+23,5.13E+23,4.24E+23
