#BLTrackFile Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-0.689033 -4.23334 865 -0.239449 -1.47115 300.6 2.88536 22 441 1 0 1 
-3.34847 -1.21196 865 -1.15088 -0.416554 297.303 2.88535 22 442 1 0 1 
0.623232 -2.79086 865 0.219269 -0.981895 304.329 2.88534 22 443 1 0 1 
2.77127 -0.225058 865 0.973189 -0.0790339 303.762 2.88534 22 444 1 0 1 
1.0427 -2.18923 865 0.361366 -0.758718 299.782 2.88534 22 446 1 0 1 
-1.37985 -1.75776 865 -0.480441 -0.612021 301.177 2.88534 22 447 1 0 1 
2.2445 -1.25447 865 0.778038 -0.434854 299.846 2.88534 22 448 1 0 1 
-0.856904 -2.58721 865 -0.297478 -0.898159 300.288 2.88534 22 450 1 0 1 
-1.14979 -3.02943 865 -0.394858 -1.04036 297.056 2.88535 22 451 1 0 1 
-2.85516 -0.892649 865 -0.991196 -0.309891 300.292 2.88535 22 452 1 0 1 
-1.6607 -3.25418 865 -0.572469 -1.12177 298.178 2.88535 22 453 1 0 1 
-3.62626 -6.76205 865 -0.0219416 -0.0440535 4.91467 2.88546 22 454 2152 1003 1 
3.95203 -3.76253 865 1.36019 -1.29496 297.71 2.88539 22 455 1 0 1 
-0.276673 -2.86197 865 -0.0967026 -1.00031 302.334 2.88534 22 456 1 0 1 
1.77354 -1.02186 865 0.611755 -0.352473 298.367 2.88534 22 461 1 0 1 
2.22753 -0.236097 865 0.77723 -0.082379 301.816 2.88534 22 464 1 0 1 
0.495388 -0.675931 865 0.170559 -0.232719 297.814 2.88533 22 466 1 0 1 
4.70682 -2.97044 865 1.63372 -1.03103 300.238 2.88539 22 469 1 0 1 
-0.91599 -1.50667 865 -0.317595 -0.522397 299.915 2.88533 22 471 1 0 1 
1.11706 -3.67194 865 0.389009 -1.27873 301.231 2.88536 22 472 1 0 1 
1.72111 -0.489283 865 0.593333 -0.168675 298.199 2.88533 22 474 1 0 1 
